CLTS_NAME	BIPA_GRAPHEME	CV_CLASS	PROSODY_CLASS	SCA_CLASS	DOLGOPOLSKY_CLASS	ASJP_CLASS	COLOR_CLASS
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_open-mid to_back diphthong	õ̞ɔ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_close-mid to_central diphthong	õ̞ɘ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_close-mid to_central diphthong	õ̞ɘ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_mid to_central diphthong	õ̞ə	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_mid to_central diphthong	õ̞ə̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_open-mid to_front diphthong	õ̞ɛ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_open-mid to_front diphthong	õ̞ɛ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_open-mid to_central diphthong	õ̞ɜ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_open-mid to_central diphthong	õ̞ɜ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_open-mid to_central diphthong	õ̞ɞ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_open-mid to_central diphthong	õ̞ɞ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_near-open to_central diphthong	õ̞ɞ̞	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_near-open to_central diphthong	õ̞ɞ̞̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_close-mid to_back diphthong	õ̞ɤ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_close-mid to_back diphthong	õ̞ɤ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_mid to_back diphthong	õ̞ɤ̞	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_mid to_back diphthong	õ̞ɤ̞̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_close to_central diphthong	õ̞ɨ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_close to_central diphthong	õ̞ɨ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_near-close to_near-front diphthong	õ̞ɪ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_near-close to_near-front diphthong	õ̞ɪ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_near-close to_central diphthong	õ̞ɪ̈	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_near-close to_central diphthong	õ̞ɪ̈̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_close to_back diphthong	õ̞ɯ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_close to_back diphthong	õ̞ɯ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_near-close to_near-back diphthong	õ̞ɯ̽	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_near-close to_near-back diphthong	õ̞ɯ̽̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_close-mid to_central diphthong	õ̞ɵ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_close-mid to_central diphthong	õ̞ɵ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_mid to_central diphthong	õ̞ɵ̞	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_mid to_central diphthong	õ̞ɵ̞̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_open to_front diphthong	õ̞ɶ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_open to_front diphthong	õ̞ɶ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_close to_central diphthong	õ̞ʉ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_close to_central diphthong	õ̞ʉ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_near-close to_near-back diphthong	õ̞ʊ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_near-close to_near-back diphthong	õ̞ʊ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_near-close to_central diphthong	õ̞ʊ̈	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_near-close to_central diphthong	õ̞ʊ̈̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_unrounded to_open-mid to_back diphthong	õ̞ʌ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_unrounded to_open-mid to_back diphthong	õ̞ʌ̃	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_rounded to_near-close to_near-front diphthong	õ̞ʏ	V	7	U	V	o	#c86464
from_nasalized from_rounded from_mid from_back to_nasalized to_rounded to_near-close to_near-front diphthong	õ̞ʏ̃	V	7	U	V	o	#c86464
from_rounded from_close from_back to_unrounded to_open to_front diphthong	ua	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_open to_front diphthong	uã	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close-mid to_front diphthong	ue	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_front diphthong	uẽ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_mid to_front diphthong	ue̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_mid to_front diphthong	uẽ̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close to_front diphthong	ui	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close to_front diphthong	uĩ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_non-syllabic to_unrounded to_close to_front diphthong	ui̯	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_non-syllabic to_nasalized to_unrounded to_close to_front diphthong	uĩ̯	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_close-mid to_back diphthong	uo	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_back diphthong	uõ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_mid to_back diphthong	uo̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_mid to_back diphthong	uõ̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_close to_front diphthong	uy	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_close to_front diphthong	uỹ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_nearly-open to_front diphthong	uæ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_nearly-open to_front diphthong	uæ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_close-mid to_front diphthong	uø	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_front diphthong	uø̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_mid to_front diphthong	uø̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_mid to_front diphthong	uø̞̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_open-mid to_front diphthong	uœ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_front diphthong	uœ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_nearly-open to_central diphthong	uɐ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_nearly-open to_central diphthong	uɐ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_open to_back diphthong	uɑ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_open to_back diphthong	uɑ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_open to_back diphthong	uɒ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_open to_back diphthong	uɒ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_open-mid to_back diphthong	uɔ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_back diphthong	uɔ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close-mid to_central diphthong	uɘ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_central diphthong	uɘ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_mid to_central diphthong	uə	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_mid to_central diphthong	uə̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_non-syllabic to_unrounded to_mid to_central diphthong	uə̯	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_non-syllabic to_nasalized to_unrounded to_mid to_central diphthong	uə̯̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_open-mid to_front diphthong	uɛ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_front diphthong	uɛ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_open-mid to_central diphthong	uɜ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_central diphthong	uɜ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_open-mid to_central diphthong	uɞ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_central diphthong	uɞ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_near-open to_central diphthong	uɞ̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_near-open to_central diphthong	uɞ̞̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close-mid to_back diphthong	uɤ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_back diphthong	uɤ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_mid to_back diphthong	uɤ̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_mid to_back diphthong	uɤ̞̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close to_central diphthong	uɨ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close to_central diphthong	uɨ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_near-close to_near-front diphthong	uɪ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_near-front diphthong	uɪ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_near-close to_central diphthong	uɪ̈	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_central diphthong	uɪ̈̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_close to_back diphthong	uɯ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_close to_back diphthong	uɯ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_near-close to_near-back diphthong	uɯ̽	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_near-back diphthong	uɯ̽̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_close-mid to_central diphthong	uɵ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_central diphthong	uɵ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_mid to_central diphthong	uɵ̞	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_mid to_central diphthong	uɵ̞̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_open to_front diphthong	uɶ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_open to_front diphthong	uɶ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_close to_central diphthong	uʉ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_close to_central diphthong	uʉ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_near-close to_near-back diphthong	uʊ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_near-close to_near-back diphthong	uʊ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_near-close to_central diphthong	uʊ̈	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_near-close to_central diphthong	uʊ̈̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_unrounded to_open-mid to_back diphthong	uʌ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_back diphthong	uʌ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_rounded to_near-close to_near-front diphthong	uʏ	V	7	Y	V	u	#c86464
from_rounded from_close from_back to_nasalized to_rounded to_near-close to_near-front diphthong	uʏ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_open to_front diphthong	ũa	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_open to_front diphthong	ũã	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close-mid to_front diphthong	ũe	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_front diphthong	ũẽ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_mid to_front diphthong	ũe̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_mid to_front diphthong	ũẽ̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close to_front diphthong	ũi	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close to_front diphthong	ũĩ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_non-syllabic to_unrounded to_close to_front diphthong	ũi̯	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_non-syllabic to_nasalized to_unrounded to_close to_front diphthong	ũĩ̯	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_close-mid to_back diphthong	ũo	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_back diphthong	ũõ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_mid to_back diphthong	ũo̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_mid to_back diphthong	ũõ̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_close to_front diphthong	ũy	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_close to_front diphthong	ũỹ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_nearly-open to_front diphthong	ũæ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_nearly-open to_front diphthong	ũæ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_close-mid to_front diphthong	ũø	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_front diphthong	ũø̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_mid to_front diphthong	ũø̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_mid to_front diphthong	ũø̞̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_open-mid to_front diphthong	ũœ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_front diphthong	ũœ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_nearly-open to_central diphthong	ũɐ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_nearly-open to_central diphthong	ũɐ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_open to_back diphthong	ũɑ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_open to_back diphthong	ũɑ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_open to_back diphthong	ũɒ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_open to_back diphthong	ũɒ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_open-mid to_back diphthong	ũɔ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_back diphthong	ũɔ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close-mid to_central diphthong	ũɘ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_central diphthong	ũɘ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_mid to_central diphthong	ũə	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_mid to_central diphthong	ũə̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_non-syllabic to_unrounded to_mid to_central diphthong	ũə̯	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_non-syllabic to_nasalized to_unrounded to_mid to_central diphthong	ũə̯̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_open-mid to_front diphthong	ũɛ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_front diphthong	ũɛ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_open-mid to_central diphthong	ũɜ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_central diphthong	ũɜ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_open-mid to_central diphthong	ũɞ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_open-mid to_central diphthong	ũɞ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_near-open to_central diphthong	ũɞ̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_near-open to_central diphthong	ũɞ̞̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close-mid to_back diphthong	ũɤ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close-mid to_back diphthong	ũɤ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_mid to_back diphthong	ũɤ̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_mid to_back diphthong	ũɤ̞̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close to_central diphthong	ũɨ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close to_central diphthong	ũɨ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_near-close to_near-front diphthong	ũɪ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_near-front diphthong	ũɪ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_near-close to_central diphthong	ũɪ̈	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_central diphthong	ũɪ̈̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_close to_back diphthong	ũɯ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_close to_back diphthong	ũɯ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_near-close to_near-back diphthong	ũɯ̽	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_near-close to_near-back diphthong	ũɯ̽̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_close-mid to_central diphthong	ũɵ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_close-mid to_central diphthong	ũɵ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_mid to_central diphthong	ũɵ̞	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_mid to_central diphthong	ũɵ̞̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_open to_front diphthong	ũɶ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_open to_front diphthong	ũɶ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_close to_central diphthong	ũʉ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_close to_central diphthong	ũʉ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_near-close to_near-back diphthong	ũʊ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_near-close to_near-back diphthong	ũʊ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_near-close to_central diphthong	ũʊ̈	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_near-close to_central diphthong	ũʊ̈̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_unrounded to_open-mid to_back diphthong	ũʌ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_unrounded to_open-mid to_back diphthong	ũʌ̃	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_rounded to_near-close to_near-front diphthong	ũʏ	V	7	Y	V	u	#c86464
from_nasalized from_rounded from_close from_back to_nasalized to_rounded to_near-close to_near-front diphthong	ũʏ̃	V	7	Y	V	u	#c86464
from_rounded from_close from_front to_unrounded to_open to_front diphthong	ya	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_open to_front diphthong	yã	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_close-mid to_front diphthong	ye	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_close-mid to_front diphthong	yẽ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_mid to_front diphthong	ye̞	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_mid to_front diphthong	yẽ̞	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_close to_front diphthong	yi	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_close to_front diphthong	yĩ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_close-mid to_back diphthong	yo	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_close-mid to_back diphthong	yõ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_mid to_back diphthong	yo̞	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_mid to_back diphthong	yõ̞	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_close to_back diphthong	yu	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_close to_back diphthong	yũ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_nearly-open to_front diphthong	yæ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_nearly-open to_front diphthong	yæ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_close-mid to_front diphthong	yø	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_close-mid to_front diphthong	yø̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_mid to_front diphthong	yø̞	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_mid to_front diphthong	yø̞̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_open-mid to_front diphthong	yœ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_open-mid to_front diphthong	yœ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_nearly-open to_central diphthong	yɐ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_nearly-open to_central diphthong	yɐ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_open to_back diphthong	yɑ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_open to_back diphthong	yɑ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_open to_back diphthong	yɒ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_open to_back diphthong	yɒ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_open-mid to_back diphthong	yɔ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_rounded to_open-mid to_back diphthong	yɔ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_close-mid to_central diphthong	yɘ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_close-mid to_central diphthong	yɘ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_mid to_central diphthong	yə	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_mid to_central diphthong	yə̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_non-syllabic to_unrounded to_mid to_central diphthong	yə̯	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_non-syllabic to_nasalized to_unrounded to_mid to_central diphthong	yə̯̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_open-mid to_front diphthong	yɛ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_open-mid to_front diphthong	yɛ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_unrounded to_open-mid to_central diphthong	yɜ	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_nasalized to_unrounded to_open-mid to_central diphthong	yɜ̃	V	7	Y	V	i	#c86464
from_rounded from_close from_front to_rounded to_open-mid to_central diphthong	yɞ	V	7	Y	V	i	#c86464
